 1.97507E-10 7.73812E-17 1.15225E-02 7.37465E-14 1.26912E-11 1.16727E-09 2.37858E-08 6.92738E-21
 5.50000E-07 1.60000E-06 9.00000E-08 5.76239E-10 6.56715E-12 3.00000E-07 5.61256E-12 1.58065E-11
 3.02783E-14 1.29120E-10 3.77611E-13 1.00906E-14 7.96646E-17 1.34755E-22 5.00000E-10 2.20724E-13
 1.24143E-17 1.62852E-14 9.95161E-12 5.54090E-13 1.75896E-12 3.60636E-18 4.63242E-20 2.74211E-11
 2.36149E-12 3.29550E-14 2.02834E-10 1.08246E-16 8.11545E-03 9.06141E-14 1.28653E-11 1.17538E-09
 2.77637E-08 7.88866E-21 5.50388E-07 1.59424E-06 8.01596E-08 5.43446E-10 6.45836E-12 2.99951E-07
 7.08841E-12 1.81904E-11 4.15192E-14 1.97473E-10 7.97260E-13 1.15248E-14 1.54110E-16 4.07444E-22
 4.85305E-10 2.81099E-13 1.78438E-17 2.27393E-14 1.42907E-11 7.83476E-13 1.79300E-12 4.19349E-18
 6.85945E-20 4.74941E-11 4.67376E-12 3.67026E-14 1.97693E-10 1.54549E-16 5.48854E-03 1.09755E-13
 1.27064E-11 1.11173E-09 3.31844E-08 8.87525E-21 5.50798E-07 1.58933E-06 7.17661E-08 4.67213E-10
 6.02536E-12 2.99898E-07 8.97378E-12 2.11594E-11 5.62375E-14 2.85785E-10 1.75791E-12 1.37143E-14
 3.26052E-16 1.26080E-21 4.72548E-10 3.42543E-13 2.49642E-17 3.13932E-14 1.91508E-11 1.06139E-12
 1.85393E-12 4.79192E-18 1.00994E-19 6.55733E-11 7.28019E-12 4.00252E-14 1.82741E-10 2.20286E-16
 3.52674E-03 1.29657E-13 1.20651E-11 9.58636E-10 3.97356E-08 9.77389E-21 5.51190E-07 1.58529E-06
 6.46860E-08 3.60094E-10 5.22187E-12 2.99838E-07 1.16458E-11 2.49692E-11 7.60929E-14 3.76311E-10
 4.00990E-12 1.61541E-14 7.26508E-16 3.64932E-21 4.61860E-10 3.84224E-13 3.36371E-17 4.09440E-14
 2.34320E-11 1.37917E-12 1.97249E-12 5.45802E-18 1.51057E-19 8.32009E-11 9.90171E-12 4.44698E-14
 1.60981E-10 3.08818E-16 2.11857E-03 1.48377E-13 1.08772E-11 7.55236E-10 4.69761E-08 1.04795E-20
 5.51542E-07 1.58212E-06 5.88196E-08 2.49238E-10 4.16082E-12 2.99772E-07 1.55574E-11 2.96299E-11
 1.02654E-13 4.57809E-10 9.37984E-12 1.81175E-14 1.65293E-15 9.47430E-21 4.53297E-10 3.81880E-13
 4.34274E-17 4.91014E-14 2.68320E-11 1.67150E-12 2.19069E-12 6.30332E-18 2.32240E-19 1.01895E-10
 1.23541E-11 5.08657E-14 1.32513E-10 4.18986E-16 1.16062E-03 1.60839E-13 9.09091E-12 5.42029E-10
 5.43287E-08 1.06586E-20 5.51837E-07 1.57975E-06 5.40961E-08 1.54920E-10 3.00383E-12 2.99698E-07
 2.07887E-11 3.37986E-11 1.31865E-13 5.18615E-10 2.24114E-11 1.84769E-14 3.60661E-15 2.35187E-20
 4.46823E-10 3.29746E-13 5.32597E-17 5.40491E-14 2.93319E-11 1.82540E-12 2.58342E-12 7.40694E-18
 3.71628E-19 1.23019E-10 1.42418E-11 6.06317E-14 9.73664E-11 5.45467E-16 5.56546E-04 1.54724E-13
 6.81484E-12 3.53360E-10 6.12487E-08 9.64302E-21 5.52067E-07 1.57807E-06 5.04501E-08 8.76056E-11
 1.94344E-12 2.99617E-07 2.57783E-11 3.39758E-11 1.40888E-13 5.50173E-10 4.73212E-11 1.63172E-14
 6.85631E-15 6.18619E-20 4.42246E-10 2.45901E-13 5.99951E-17 5.60280E-14 3.11038E-11 1.72900E-12
 3.26288E-12 8.42108E-18 5.92502E-19 1.47136E-10 1.48191E-11 7.57007E-14 6.39895E-11 6.87271E-16
 2.34235E-04 1.33018E-13 4.47659E-12 2.09929E-10 6.75888E-08 7.84260E-21 5.52226E-07 1.57686E-06
 4.77247E-08 4.45438E-11 1.08713E-12 2.99526E-07 3.16002E-11 3.21275E-11 1.33995E-13 5.60745E-10
 7.30259E-11 1.28329E-14 1.23789E-14 1.58684E-19 4.39123E-10 1.49391E-13 6.30672E-17 5.26094E-14
 3.24274E-11 1.44211E-12 4.21688E-12 8.89715E-18 9.04696E-19 1.71832E-10 1.39072E-11 9.47994E-14
 3.98852E-11 8.51006E-16 8.60766E-05 1.13200E-13 2.54350E-12 1.16720E-10 7.34795E-08 6.36264E-21
 5.52321E-07 1.57592E-06 4.57005E-08 2.01908E-11 4.97689E-13 2.99426E-07 4.53948E-11 3.43079E-11
 1.47690E-13 5.65673E-10 7.85556E-11 9.60659E-15 2.60641E-14 3.17968E-19 4.36937E-10 6.77662E-14
 6.67690E-17 4.10305E-14 3.35398E-11 1.12774E-12 5.13313E-12 8.85662E-18 1.33808E-18 1.90954E-10
 1.22010E-11 1.10275E-13 2.46394E-11 1.06892E-15 3.10529E-05 9.84840E-14 1.41530E-12 6.39289E-11
 7.93456E-08 5.40223E-21 5.52367E-07 1.57505E-06 4.41254E-08 8.90562E-12 2.21364E-13 2.99307E-07
 6.71189E-11 3.80143E-11 1.68574E-13 5.70383E-10 6.68241E-11 7.09552E-15 4.82241E-14 5.15461E-19
 4.35221E-10 2.80368E-14 7.12504E-17 3.05193E-14 3.46632E-11 8.57173E-13 5.42709E-12 7.85324E-18
 1.73094E-18 1.96753E-10 1.00705E-11 1.10981E-13 1.55486E-11 1.44005E-15 1.52704E-05 8.76945E-14
 8.93441E-13 3.17272E-11 8.74903E-08 4.86074E-21 5.52378E-07 1.57385E-06 4.24957E-08 3.62582E-12
 1.19562E-13 2.99115E-07 8.80594E-11 4.02487E-11 1.68765E-13 5.79390E-10 5.03987E-11 5.50331E-15
 6.22855E-14 6.72947E-19 4.33265E-10 1.33878E-14 7.33303E-17 2.52928E-14 3.63013E-11 6.45671E-13
 3.30974E-12 4.03205E-18 1.25789E-18 1.69034E-10 7.23627E-12 6.92573E-14 1.01982E-11 2.21220E-15
 8.79091E-06 7.57861E-14 5.56442E-13 1.17199E-11 1.04006E-07 4.35870E-21 5.52319E-07 1.57138E-06
 4.01876E-08 1.16889E-12 6.89434E-14 2.98679E-07 1.16492E-10 4.91028E-11 1.58670E-13 6.13599E-10
 3.58943E-11 4.43497E-15 7.52580E-14 5.84801E-19 4.29920E-10 6.27181E-15 7.11664E-17 2.15249E-14
 3.97734E-11 5.29743E-13 1.75886E-12 1.64157E-18 6.67897E-19 1.37639E-10 4.35117E-12 3.73461E-14
 7.63383E-12 3.99170E-15 7.45573E-06 7.00250E-14 3.93226E-13 3.08473E-12 1.40245E-07 4.17138E-21
 5.52064E-07 1.56590E-06 3.67518E-08 3.41662E-13 4.74002E-14 2.97645E-07 1.48894E-10 6.87138E-11
 1.50000E-13 7.02877E-10 2.87726E-11 4.51313E-15 1.02842E-13 6.62640E-19 4.23561E-10 4.18566E-15
 7.53745E-17 2.37065E-14 4.60397E-11 6.22214E-13 7.47449E-13 5.12110E-19 2.80585E-19 1.01780E-10
 2.34838E-12 1.64985E-14 6.71482E-12 8.25245E-15 7.47853E-06 7.31406E-14 3.42900E-13 8.52693E-13
 2.13358E-07 4.39855E-21 5.51365E-07 1.55478E-06 3.21044E-08 1.51252E-13 3.99743E-14 2.95449E-07
 1.82194E-10 1.06361E-10 1.51393E-13 9.12882E-10 3.02616E-11 6.48963E-15 2.01231E-13 1.37023E-18
 4.12251E-10 4.88229E-15 9.60589E-17 3.70928E-14 5.68183E-11 1.13955E-12 2.40925E-13 1.21665E-19
 9.90138E-20 6.63831E-11 1.25297E-12 5.51875E-15 6.50679E-12 1.79043E-14 7.51748E-06 8.21599E-14
 3.51576E-13 4.91897E-13 3.37767E-07 4.86909E-21 5.49925E-07 1.53592E-06 2.69166E-08 1.14461E-13
 3.78923E-14 2.91593E-07 2.18488E-10 1.70147E-10 1.59619E-13 1.29553E-09 3.85686E-11 1.14744E-14
 4.93420E-13 3.79300E-18 3.95201E-10 7.92257E-15 1.36629E-16 6.88702E-14 7.24367E-11 2.53683E-12
 6.10424E-14 2.30612E-20 3.20796E-20 3.86916E-11 6.51140E-13 1.40168E-15 6.69152E-12 3.78413E-14
 7.57359E-06 9.67374E-14 4.05284E-13 5.02653E-13 5.18254E-07 5.61242E-21 5.47537E-07 1.50890E-06
 2.20885E-08 1.11613E-13 3.84199E-14 2.85909E-07 2.60546E-10 2.64408E-10 1.74213E-13 1.85901E-09
 5.28369E-11 2.10577E-14 1.20768E-12 1.05695E-17 3.73295E-10 1.46569E-14 2.02314E-16 1.30144E-13
 9.12709E-11 5.54022E-12 1.30967E-14 3.92341E-21 1.45917E-20 2.09790E-11 3.30440E-13 2.88360E-16
 7.15520E-12 7.66326E-14 7.64718E-06 1.17710E-13 5.06106E-13 6.39561E-13 7.59288E-07 6.74629E-21
 5.44020E-07 1.47367E-06 1.80443E-08 1.23265E-13 4.08232E-14 2.78303E-07 3.08953E-10 3.92135E-10
 1.94225E-13 2.60036E-09 7.35151E-11 3.73460E-14 2.70251E-12 2.71818E-17 3.47479E-10 2.84010E-14
 3.01337E-16 2.38442E-13 1.11377E-10 1.11279E-11 2.47078E-15 6.27279E-22 1.32366E-20 1.08177E-11
 1.64374E-13 5.01354E-17 7.87919E-12 1.48128E-13 7.73586E-06 1.47490E-13 6.67069E-13 9.10370E-13
 1.05877E-06 8.56239E-21 5.39338E-07 1.43144E-06 1.49595E-08 1.47976E-13 4.52587E-14 2.68969E-07
 3.62563E-10 5.50010E-10 2.19388E-13 3.48667E-09 1.00312E-10 6.21245E-14 5.32058E-12 6.32406E-17
 3.19342E-10 5.55065E-14 4.45093E-16 4.18457E-13 1.30296E-10 2.01381E-11 4.26562E-16 9.86182E-23
 1.61884E-20 5.43912E-12 8.18172E-14 7.75426E-18 8.87344E-12 2.75479E-13 7.83724E-06 1.89769E-13
 9.12193E-13 1.39322E-12 1.41662E-06 1.15397E-20 5.33485E-07 1.38343E-06 1.27507E-08 1.88570E-13
 5.20861E-14 2.58124E-07 4.20480E-10 7.34175E-10 2.50026E-13 4.48243E-09 1.32739E-10 9.71527E-14
 9.29028E-12 1.34662E-16 2.90102E-10 1.08069E-13 6.49073E-16 7.06752E-13 1.46133E-10 3.32002E-11
 6.85924E-17 1.54102E-23 1.96918E-20 2.69867E-12 4.11374E-14 1.09935E-18 1.01801E-11 4.96299E-13
 7.94777E-06 2.50435E-13 1.28171E-12 2.24401E-12 1.83033E-06 1.65477E-20 5.26556E-07 1.33135E-06
 1.12645E-08 2.51197E-13 6.19942E-14 2.46123E-07 4.82203E-10 9.39564E-10 2.87225E-13 5.53852E-09
 1.69705E-10 1.43811E-13 1.45805E-11 2.64466E-16 2.60995E-10 2.08320E-13 9.33095E-16 1.15333E-12
 1.57490E-10 5.04032E-11 1.04221E-17 2.41556E-24 2.26107E-20 1.33559E-12 2.10984E-14 1.46761E-19
 1.18664E-11 8.71081E-13 8.06333E-06 3.38563E-13 1.83892E-12 3.74682E-12 2.29475E-06 2.51764E-20
 5.18735E-07 1.27721E-06 1.03317E-08 3.45382E-13 7.60017E-14 2.33410E-07 5.48131E-10 1.16224E-09
 3.32822E-13 6.59813E-09 2.09663E-10 2.03097E-13 2.08777E-11 4.80546E-16 2.33132E-10 3.95720E-13
 1.32256E-15 1.82268E-12 1.63760E-10 7.11386E-11 1.51614E-18 3.83126E-25 2.46916E-20 6.67136E-13
 1.11587E-14 1.88942E-20 1.40294E-11 1.50186E-12 8.18210E-06 4.67822E-13 2.68597E-12 6.42595E-12
 2.81131E-06 4.03805E-20 5.10087E-07 1.22189E-06 9.78855E-09 4.85585E-13 9.55744E-14 2.20191E-07
 6.19724E-10 1.40630E-09 3.89147E-13 7.62451E-09 2.52059E-10 2.77559E-13 2.79438E-11 8.10884E-16
 2.06871E-10 7.40206E-13 1.84852E-15 2.79914E-12 1.65202E-10 9.46359E-11 2.09805E-19 6.05849E-26
 2.57486E-20 3.36691E-13 6.09244E-15 2.34303E-21 1.67788E-11 2.55738E-12 8.30286E-06 6.58632E-13
 3.97339E-12 1.11711E-11 3.38062E-06 6.78141E-20 5.00651E-07 1.16598E-06 9.51414E-09 6.89196E-13
 1.22463E-13 2.06619E-07 7.00357E-10 1.68188E-09 4.59736E-13 8.58154E-09 2.96146E-10 3.70632E-13
 3.55981E-11 1.26763E-15 1.82384E-10 1.35533E-12 2.54957E-15 4.17715E-12 1.62581E-10 1.19748E-10
 2.73301E-20 9.38629E-27 2.57482E-20 1.71632E-13 3.48275E-15 2.77606E-22 2.02340E-11 4.31205E-12
 8.42469E-06 9.41499E-13 5.91002E-12 1.93480E-11 3.99957E-06 1.18576E-19 4.90454E-07 1.10994E-06
 9.42188E-09 9.72140E-13 1.58524E-13 1.92825E-07 7.95942E-10 2.00490E-09 5.50348E-13 9.42958E-09
 3.40497E-10 4.86144E-13 4.36765E-11 1.82732E-15 1.59768E-10 2.40694E-12 3.47835E-15 6.04576E-12
 1.57048E-10 1.44975E-10 3.31444E-21 1.40162E-27 2.48316E-20 8.84176E-14 2.31983E-15 3.11096E-23
 2.44624E-11 7.20661E-12 8.54745E-06 1.35901E-12 8.74621E-12 3.26865E-11 4.66226E-06 2.14592E-19
 4.79460E-07 1.05387E-06 9.44848E-09 1.33648E-12 2.04750E-13 1.78862E-07 9.15949E-10 2.39941E-09
 6.69208E-13 1.01270E-08 3.82798E-10 6.28112E-13 5.20418E-11 2.41946E-15 1.38973E-10 4.09569E-12
 4.71187E-15 8.46573E-12 1.49962E-10 1.68745E-10 3.68893E-22 1.97726E-28 2.32058E-20 4.59987E-14
