5.000E+04  9.54E+05  2.38E-08  1.15E-02
1.500E+05  8.46E+05  2.78E-08  8.12E-03
2.500E+05  7.48E+05  3.32E-08  5.49E-03
3.500E+05  6.60E+05  3.97E-08  3.53E-03
4.500E+05  5.81E+05  4.70E-08  2.12E-03
5.500E+05  5.10E+05  5.43E-08  1.16E-03
6.500E+05  4.45E+05  6.12E-08  5.57E-04
7.500E+05  3.88E+05  6.76E-08  2.34E-04
8.500E+05  3.36E+05  7.35E-08  8.61E-05
9.500E+05  2.89E+05  7.93E-08  3.11E-05
1.050E+06  2.48E+05  8.75E-08  1.53E-05
1.150E+06  2.12E+05  1.04E-07  8.79E-06
1.250E+06  1.81E+05  1.40E-07  7.46E-06
1.350E+06  1.54E+05  2.13E-07  7.48E-06
1.450E+06  1.32E+05  3.38E-07  7.52E-06
1.550E+06  1.12E+05  5.18E-07  7.57E-06
1.650E+06  9.58E+04  7.59E-07  7.65E-06
1.750E+06  8.17E+04  1.06E-06  7.74E-06
1.850E+06  6.97E+04  1.42E-06  7.84E-06
1.950E+06  5.95E+04  1.83E-06  7.95E-06
2.050E+06  5.08E+04  2.29E-06  8.06E-06
2.150E+06  4.34E+04  2.81E-06  8.18E-06
2.250E+06  3.72E+04  3.38E-06  8.30E-06
2.350E+06  3.18E+04  4.00E-06  8.42E-06
2.450E+06  2.73E+04  4.66E-06  8.55E-06
2.550E+06  2.34E+04  5.36E-06  8.67E-06
2.650E+06  2.01E+04  6.06E-06  8.80E-06
2.750E+06  1.73E+04  6.75E-06  8.92E-06
2.850E+06  1.49E+04  7.38E-06  9.05E-06
2.950E+06  1.29E+04  7.92E-06  9.18E-06
3.050E+06  1.11E+04  8.34E-06  9.31E-06
3.150E+06  9.62E+03  8.62E-06  9.43E-06
3.250E+06  8.33E+03  8.75E-06  9.56E-06
3.350E+06  7.22E+03  8.76E-06  9.68E-06
3.450E+06  6.27E+03  8.66E-06  9.80E-06
3.550E+06  5.45E+03  8.47E-06  9.91E-06
3.650E+06  4.74E+03  8.22E-06  1.00E-05
3.750E+06  4.13E+03  7.90E-06  1.01E-05
3.850E+06  3.61E+03  7.51E-06  1.02E-05
3.950E+06  3.15E+03  7.05E-06  1.03E-05
4.050E+06  2.76E+03  6.55E-06  1.04E-05
4.150E+06  2.42E+03  6.03E-06  1.04E-05
4.250E+06  2.12E+03  5.51E-06  1.05E-05
4.350E+06  1.86E+03  5.02E-06  1.05E-05
4.450E+06  1.64E+03  4.55E-06  1.06E-05
4.550E+06  1.44E+03  4.13E-06  1.06E-05
4.650E+06  1.27E+03  3.75E-06  1.06E-05
4.750E+06  1.11E+03  3.40E-06  1.07E-05
4.850E+06  9.81E+02  3.10E-06  1.07E-05
4.950E+06  8.64E+02  2.82E-06  1.07E-05
5.050E+06  7.60E+02  2.57E-06  1.07E-05
5.150E+06  6.68E+02  2.34E-06  1.07E-05
5.250E+06  5.87E+02  2.13E-06  1.07E-05
5.350E+06  5.15E+02  1.94E-06  1.07E-05
5.450E+06  4.52E+02  1.75E-06  1.07E-05
5.550E+06  3.95E+02  1.58E-06  1.07E-05
5.650E+06  3.46E+02  1.41E-06  1.07E-05
5.750E+06  3.02E+02  1.24E-06  1.07E-05
5.850E+06  2.63E+02  1.09E-06  1.07E-05
5.950E+06  2.29E+02  9.60E-07  1.07E-05
6.050E+06  1.99E+02  8.53E-07  1.07E-05
6.150E+06  1.72E+02  7.81E-07  1.07E-05
6.250E+06  1.49E+02  7.68E-07  1.07E-05
6.350E+06  1.29E+02  9.14E-07  1.07E-05
