 205.67481681659953 1.07E-5
 217.96282780752304 1.0700000000000036E-5
 226.4484055808221 1.07E-5
 231.94643854208266 1.07E-5
 236.68617306244962 1.0700000000000018E-5
 241.52419885731524 1.07E-5
 246.43140415220437 1.07E-5
 251.10345187974172 1.07E-5
 255.27632715637628 1.0699999999999979E-5
 258.7950547112055 1.0699999999999979E-5
 261.50854122114543 1.0699999999999979E-5
 263.2150769994579 1.07E-5
 263.9622531685868 1.07E-5
 263.79011452512486 1.07E-5
 262.37368505268545 1.0599999999999982E-5
 259.6700009272847 1.0498840097793651E-5
 256.1485604803583 1.05E-5
 252.39459048560118 1.0399999999999992E-5
 248.78759393655383 1.0233499188551437E-5
 245.40371686968177 1.0093962705461068E-5
 242.26786682219835 9.946470578387456E-6
 239.37245649690092 9.820156473155116E-6
 236.65348796775467 9.646500512715679E-6
 234.14046443705962 9.479829200505036E-6
 231.85125696877966 9.293519555370139E-6
 229.64484278894167 9.151961278957936E-6
 227.33170266285452 8.976341647519767E-6
 224.86284110736588 8.810841512123136E-6
 222.37566784845415 8.66561524881513E-6
 220.09108506763993 8.529226491761788E-6
 218.1782539091673 8.369164861495985E-6
 216.69714308792893 8.233275033323433E-6
 215.61936432830242 8.089376718475728E-6
 214.86007810100974 7.952601751003113E-6
 214.31724201841637 7.836373711945598E-6
 213.9275715345119 7.739746380038276E-6
 213.67649906113388 7.641059654807756E-6
 213.57229707409857 7.553079313150305E-6
 213.64818333927081 7.507787922574901E-6
 214.00752313700957 7.465311872110296E-6
 214.86354852350902 9.27136258756437E-6
 216.67217255251284 1.2093242138465385E-5
 220.86492260514967 1.8875269882765032E-5
 228.51205530752244 5.4427957629125383E-5
 238.26903681929303 1.7302671174670156E-4
 247.98392347661894 4.7832111424954415E-4
 256.87262679535916 1.1336221708126662E-3
 264.7702475855407 2.324603251107098E-3
 271.7443001128066 4.23355621268528E-3
 278.5537531728655 7.051693361038459E-3
 285.0326069982905 0.011055341904524623
 288.14454896769615 0.013410250581394063
