   209.993345402750       1.180000000000005E-005
   222.580800037161       1.179999999999996E-005
   231.370039463600       1.180000000000001E-005
   236.747640110163       1.180000000000001E-005
   240.697725644158       1.180000000000001E-005
   244.778702814182       1.179999999999996E-005
   249.425726532814       1.179999999999999E-005
   254.140054733728       1.180000000000001E-005
   258.430620277952       1.180000000000001E-005
   262.000073933711       1.180000000000003E-005
   264.783299206647       1.180000000000003E-005
   266.689867512191       1.179999999999999E-005
   267.655303160112       1.180000000000001E-005
   267.669184952337       1.169999999999999E-005
   266.476370523701       1.170000000000002E-005
   263.922272215341       1.154672540328345E-005
   260.376338580001       1.160000000000000E-005
   256.480169666433       1.142557147826627E-005
   252.745635319192       1.140000000000001E-005
   249.346847373959       1.122363913805812E-005
   246.198719160117       1.108407855717127E-005
   243.229844102602       1.093670864822230E-005
   240.414388208046       1.078828022586059E-005
   237.780921447699       1.066221239596684E-005
   235.393739848110       1.034477146498884E-005
   233.108305546463       1.028482382415049E-005
   230.660218120395       1.002632524041213E-005
   227.989465504968       9.938761274661847E-006
   225.256395741962       9.747041180265308E-006
   222.700622573502       9.603971474548466E-006
   220.514575369188       9.443333584205390E-006
   218.769284257784       9.289500831145296E-006
   217.438837917999       9.151879751433677E-006
   216.439228311403       8.993866839884657E-006
   215.676802647498       8.864041144009241E-006
   215.107655559620       8.727369390580421E-006
   214.729081086252       8.644249742071052E-006
   214.550965085049       8.569692834503279E-006
   214.601495756228       8.491989173507638E-006
   214.965068795811       8.457657651828198E-006
   215.832582406461       1.052805072912613E-005
   217.622146678431       1.373570267968535E-005
   221.622835566731       2.108753307635177E-005
   228.957716797296       5.641176089997732E-005
   238.566541158964       1.786553113234397E-004
   248.258581021252       4.915471294838600E-004
   257.113179172019       1.159131166113632E-003
   264.974826615726       2.366350254784805E-003
   271.917458415538       4.294480057609774E-003
   278.777430039097       7.175541738264458E-003
   285.231634138669       1.120365210357198E-002
   288.335264372139       1.359778027122938E-002
